gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
22301015,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:11 PM EST),period,start,0,0,1
22301015,4,PT12M00.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,0,0,0,h,Jump Ball Wembanyama vs. Jackson Jr.: Tip to Konchar,Jump Ball,,1,0,2
22301015,7,PT11M41.00S,1,1610612763,MEM,1629723,Konchar,J. Konchar,158,223,27,Missed,1,0,0,0,v,MISS Konchar 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,3
22301015,8,PT11M39.00S,1,1610612759,SAS,1631110,Sochan,J. Sochan,0,0,0,,0,0,0,0,h,Sochan REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4
22301015,9,PT11M30.00S,1,1610612759,SAS,1630200,Jones,T. Jones,-206,140,25,Missed,1,0,0,0,h,MISS Jones 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,5
22301015,10,PT11M27.00S,1,1610612763,MEM,1641713,Jackson,G. Jackson,0,0,0,,0,0,0,0,v,Jackson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
22301015,11,PT11M18.00S,1,1610612763,MEM,1628991,Jackson Jr.,J. Jackson Jr.,6,58,6,Missed,1,0,0,0,v,MISS Jackson Jr. 6' Turnaround Hook Shot,Missed Shot,Turnaround Hook Shot,1,2,7
22301015,12,PT11M15.00S,1,1610612759,SAS,1631110,Sochan,J. Sochan,0,0,0,,0,0,0,0,h,Sochan REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,8
22301015,13,PT11M09.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,2,281,28,Made,1,3,0,3,h,Wembanyama 28' 3PT Running Pull-Up Jump Shot (3 PTS) (Sochan 1 AST),Made Shot,Running Pull-Up Jump Shot,1,3,9
22301015,15,PT10M55.00S,1,1610612763,MEM,1630583,Aldama,S. Aldama,-216,148,26,Missed,1,3,0,3,v,MISS Aldama 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,10
22301015,16,PT10M52.00S,1,1610612759,SAS,1631110,Sochan,J. Sochan,0,0,0,,0,3,0,3,h,Sochan REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,11
22301015,17,PT10M48.00S,1,1610612759,SAS,1631110,Sochan,J. Sochan,0,0,0,,0,3,0,3,h,Sochan Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0,12
22301015,18,PT10M35.00S,1,1610612763,MEM,1629723,Konchar,J. Konchar,-1,265,27,Made,1,3,3,6,v,Konchar 27' 3PT Jump Shot (3 PTS) (Jackson Jr. 1 AST),Made Shot,Jump Shot,1,3,13
22301015,20,PT10M09.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,26,257,26,Missed,1,3,3,6,h,MISS Wembanyama 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,14
22301015,21,PT10M05.00S,1,1610612763,MEM,1630692,Goodwin,J. Goodwin,0,0,0,,0,3,3,6,v,Goodwin REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,15
22301015,22,PT09M56.00S,1,1610612763,MEM,1628991,Jackson Jr.,J. Jackson Jr.,7,14,2,Made,1,3,5,8,v,Jackson Jr. 2' Driving Layup (2 PTS) (Goodwin 1 AST),Made Shot,Driving Layup Shot,1,2,16
22301015,24,PT09M46.00S,1,1610612759,SAS,1631110,Sochan,J. Sochan,33,5,3,Missed,1,3,5,8,h,MISS Sochan 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,17
22301015,26,PT09M46.00S,1,1610612759,SAS,1631110,Sochan,J. Sochan,0,0,0,,0,3,5,8,h,Sochan REBOUND (Off:1 Def:3),Rebound,Unknown,1,0,18
22301015,27,PT09M45.00S,1,1610612763,MEM,1629723,Konchar,J. Konchar,0,0,0,,0,3,5,8,v,Konchar S.FOUL (P1.T1) (J.DeRosa),Foul,Shooting,1,0,19
